employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,company_tenure_in_months,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
13279356,24,Female,6,Education,11223,Good,High,Average,1,No,75,High School,Married,4,Mid,Small,93.0,Yes,No,No,Good,,Stayed
12032044,59,Male,1,Education,11223,Fair,High,High,0,No,5,High School,Single,1,Mid,Medium,93.0,No,No,Yes,Excellent,,Stayed
15601888,44,Male,1,Education,5733,Good,High,High,0,Yes,59,High School,Married,4,Mid,Medium,38.0,No,No,No,Poor,,Stayed
2524513,24,Female,1,Healthcare,10055,Poor,High,High,0,No,75,High School,Single,3,Entry,Medium,93.0,,No,No,Fair,,Left
6946173,44,Male,23,Healthcare,4190,Poor,High,Average,0,No,5,Associate Degree,Divorced,4,Entry,Medium,93.0,No,No,No,Excellent,,Stayed
9249496,59,Male,1,Healthcare,3681,Fair,Medium,High,2,No,5,High School,Single,4,Entry,Medium,90.0,,No,No,Good,,Stayed
8727297,47,Female,15,Education,11223,Fair,High,High,0,No,5,Bachelor's Degree,Divorced,4,Mid,Small,25.0,No,No,No,Good,,Stayed
14676098,54,Male,1,Education,3681,Good,High,Average,0,Yes,68,High School,Married,0,Mid,Medium,43.0,No,No,Yes,Good,,Left
9764062,40,Female,1,Education,3681,Fair,High,Low,0,Yes,53,Bachelor's Degree,Married,4,Mid,Medium,21.0,No,No,No,Excellent,Yes,Stayed
3979117,36,Female,28,Education,3681,Good,High,High,0,No,75,Associate Degree,Married,0,Mid,Medium,46.0,No,No,No,Fair,,Stayed
14209527,59,Male,4,Healthcare,3681,Good,Medium,Average,1,Yes,46,High School,Single,3,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
1627212,24,Female,31,Education,8646,Fair,Medium,Low,3,No,36,Master's Degree,Married,0,Mid,Medium,31.0,Yes,No,No,Poor,,Stayed
10932914,59,Female,17,Education,3681,Fair,High,High,0,No,73,High School,Divorced,0,Entry,Medium,21.0,No,No,No,Good,,Stayed
3590298,46,Female,1,Healthcare,3681,Poor,Very High,Average,1,Yes,70,PhD,Divorced,1,Mid,Large,70.0,No,No,No,Good,,Stayed
13954108,33,Male,31,Education,8680,Good,Medium,High,0,No,9,High School,Divorced,4,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
7127522,24,Male,9,Technology,3681,Excellent,High,Low,0,No,60,High School,Single,0,Entry,Small,91.0,No,No,No,Fair,,Stayed
4781195,24,Male,1,Education,10401,Poor,Medium,Average,0,No,19,PhD,Divorced,4,Entry,Medium,65.0,No,No,No,Fair,,Stayed
9919538,41,Male,19,Healthcare,3681,Poor,Medium,High,1,No,56,High School,Married,0,Mid,Medium,60.0,No,No,No,Excellent,,Stayed
3007307,28,Male,3,Education,10986,Good,Very High,Low,3,Yes,74,High School,Married,4,Mid,Medium,24.0,,No,No,Fair,,Left
16343915,59,Female,1,Healthcare,7287,Poor,High,Low,3,No,67,PhD,Married,4,Mid,Small,47.0,No,No,No,Good,,Stayed
14668627,48,Male,2,Education,8894,Poor,High,Average,2,No,75,PhD,Divorced,1,Mid,Small,93.0,No,No,No,Good,,Stayed
10616830,30,Male,1,Technology,8420,Fair,High,Below Aver,2,No,75,High School,Married,0,Entry,Medium,29.0,No,No,No,Fair,,Left
12498169,54,Female,1,Healthcare,3681,Good,Very High,Low,3,Yes,75,Bachelor's Degree,Married,0,Entry,Medium,21.0,Yes,No,No,Fair,,Stayed
13066198,42,Male,24,Healthcare,7385,Poor,Very High,High,1,Yes,66,High School,Married,4,Mid,Medium,77.0,No,No,No,Fair,,Stayed
3082723,24,Female,1,Media,3681,Fair,High,Average,3,No,75,High School,Married,0,Entry,Large,44.0,No,No,No,Fair,,Stayed
13483893,24,Male,11,Education,11223,Fair,High,Average,0,No,5,High School,,4,Entry,Medium,72.0,No,No,No,Fair,,Left
12855062,25,Female,1,Healthcare,3681,Good,Medium,Average,0,Yes,75,Bachelor's Degree,Married,0,Mid,Small,70.0,No,No,No,Fair,,Stayed
5511677,54,Female,5,Education,3681,Excellent,Very High,High,2,No,75,Bachelor's Degree,Divorced,0,Entry,Large,21.0,No,No,No,Excellent,,Stayed
2298685,24,Male,1,Healthcare,7435,Good,High,High,2,Yes,5,Bachelor's Degree,Married,4,Mid,Medium,79.0,No,No,No,Good,,Stayed
12330267,54,Male,9,Education,5374,Poor,High,High,0,No,13,PhD,Married,0,Entry,Small,48.0,No,No,No,Fair,,Stayed
13530068,59,Male,8,Education,4690,Good,High,High,2,No,5,High School,Married,0,Entry,Large,66.0,,No,No,Fair,,Stayed
11176806,24,Male,27,Healthcare,11223,Fair,High,High,2,No,70,Master's Degree,Single,0,Senior,Medium,,No,No,Yes,Excellent,Yes,Stayed
209480,25,Female,15,Healthcare,6477,Fair,Very High,Average,0,Yes,9,High School,Single,0,Entry,Small,,No,No,No,Excellent,,Stayed
5542228,52,Male,41,Education,3681,Good,High,High,0,No,44,High School,,2,Mid,Medium,43.0,Yes,No,No,Excellent,,Left
6279794,46,Male,1,Media,7444,Poor,High,High,3,No,73,High School,,4,Entry,Medium,,No,No,Yes,Excellent,,Left
7195573,32,Male,5,Education,3681,Poor,Medium,High,2,No,25,PhD,Married,0,Mid,Medium,68.0,No,No,Yes,Fair,,Stayed
6688902,33,Female,28,Finance,3681,Fair,Very High,Average,1,No,5,PhD,Divorced,2,Mid,Small,93.0,No,No,Yes,Excellent,,Stayed
11973596,50,Female,1,Education,3681,Good,Medium,High,2,Yes,47,Bachelor's Degree,Divorced,0,Mid,Medium,45.0,No,No,No,Fair,,Stayed
6799338,59,Male,17,Education,3681,Good,Medium,High,2,No,30,High School,Married,4,Entry,Large,21.0,No,No,No,Good,,Left
6373370,59,Male,1,Healthcare,10953,Good,Very High,High,1,No,9,Bachelor's Degree,Married,0,Senior,Medium,93.0,,No,No,Fair,,Stayed
11327729,33,Female,10,Healthcare,9093,Fair,Medium,Average,1,No,75,Bachelor's Degree,,0,Mid,Medium,60.0,No,No,No,Good,,Stayed
16545258,48,Female,7,Education,11223,Good,High,Low,3,No,5,High School,Married,1,Mid,Small,88.0,No,No,No,Poor,,Stayed
2308995,34,Male,7,Healthcare,5809,Excellent,High,Average,0,No,75,Bachelor's Degree,Married,4,Entry,Small,93.0,No,No,Yes,Fair,,Stayed
11664286,24,Male,1,Healthcare,5766,Good,High,Low,2,No,62,Associate Degree,Single,0,Entry,Medium,64.0,No,No,No,Fair,,Stayed
3226913,59,Male,10,Finance,3681,Excellent,High,High,0,No,75,High School,Married,0,Entry,Medium,21.0,No,No,No,Good,,Left
14314795,31,Female,1,Education,4268,Excellent,Very High,Low,3,Yes,75,Bachelor's Degree,Married,0,Mid,Medium,59.0,No,No,No,Fair,,Left
3958665,48,Male,15,Healthcare,7960,Good,High,Low,1,No,57,High School,Divorced,0,Mid,Medium,34.0,No,No,Yes,Good,,Stayed
8885614,24,Male,1,Education,3941,Fair,High,Average,0,No,75,High School,Married,1,Mid,Medium,78.0,No,No,No,Excellent,,Left
10622922,29,Female,1,Education,3681,Good,Very High,High,0,Yes,24,PhD,Divorced,1,Entry,Small,21.0,,No,No,Fair,,Left
14196362,24,Female,4,Finance,8229,Excellent,High,High,2,No,7,High School,Divorced,4,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
2512848,55,Male,1,Healthcare,3681,Fair,Very High,Average,0,No,5,High School,Married,0,Senior,Medium,93.0,No,No,No,Excellent,,Stayed
5161352,52,Male,1,Healthcare,3681,Fair,High,Below Aver,2,Yes,75,High School,Married,4,Entry,Medium,21.0,No,No,No,Fair,,Stayed
2366353,24,Male,5,Education,11223,Excellent,High,Average,1,Yes,75,High School,Divorced,0,Entry,Medium,52.0,No,No,No,Poor,Yes,Stayed
1498398,59,Female,6,Education,3681,Fair,Medium,Low,0,No,75,Bachelor's Degree,Single,1,Entry,Medium,26.0,No,No,No,Good,,Left
9868494,47,Male,18,Education,11223,Fair,Very High,High,1,No,38,PhD,Married,3,Entry,Small,44.0,,No,No,Good,,Stayed
2978997,25,Male,4,Technology,10567,Poor,Medium,Average,0,Yes,5,High School,Divorced,2,Entry,Large,37.0,No,No,No,Excellent,,Left
11437676,27,Male,5,Technology,9686,Good,Very High,High,0,No,5,High School,Married,4,Mid,Small,35.0,Yes,No,No,Fair,,Stayed
5465326,59,Male,1,Technology,11223,Poor,Very High,Low,3,No,5,Bachelor's Degree,Married,2,Entry,Medium,23.0,No,No,No,Poor,Yes,Stayed
5359256,59,Female,40,Healthcare,3681,Excellent,High,High,0,Yes,66,Master's Degree,Divorced,2,Entry,Large,23.0,No,No,No,Fair,Yes,Stayed
10300884,29,Female,1,Education,10148,Poor,Very High,Average,2,No,5,High School,Married,4,Mid,Small,93.0,No,No,No,Good,,Stayed
1556039,59,Male,7,Education,3681,Excellent,Medium,Average,2,No,43,Bachelor's Degree,Married,3,Entry,Medium,21.0,No,No,No,Good,,Stayed
13446433,59,Female,8,Education,3681,Excellent,High,Low,0,No,60,Bachelor's Degree,Married,4,Entry,Large,21.0,No,No,No,Good,,Stayed
4579304,24,Female,28,Technology,8143,Good,Medium,Average,0,Yes,66,High School,Married,0,Mid,Medium,55.0,No,No,No,Fair,,Stayed
1954298,48,Female,1,Education,9937,Good,High,Low,2,No,75,PhD,,0,Mid,Medium,,No,No,No,Good,,Stayed
2072404,51,Male,1,Education,3681,Poor,High,High,0,Yes,17,Bachelor's Degree,Married,1,Senior,Small,93.0,No,No,No,Fair,,Stayed
2322307,28,Male,42,Education,3958,Excellent,High,High,0,Yes,30,Associate Degree,Married,4,Entry,Large,72.0,No,No,No,Poor,,Stayed
10210440,46,Female,22,Education,7246,Poor,Very High,High,0,Yes,5,Master's Degree,Single,0,Mid,Small,21.0,,No,No,Excellent,,Stayed
3720173,57,Male,19,Technology,3681,Fair,High,Below Aver,2,No,5,High School,Married,2,Entry,Medium,39.0,No,No,No,Fair,,Stayed
6682847,33,Male,23,Education,10537,Poor,High,Below Aver,0,No,17,High School,Married,0,Entry,Medium,64.0,No,No,No,Good,,Stayed
7343834,24,Female,1,Education,3681,Good,Very High,High,0,No,75,High School,Married,4,Mid,Medium,54.0,Yes,No,No,Good,Yes,Stayed
1328451,42,Female,1,Education,3681,Good,High,Below Aver,0,No,75,High School,Divorced,4,Mid,Medium,23.0,No,No,No,Good,,Stayed
10500338,36,Female,1,Technology,4809,Excellent,Medium,High,2,No,75,High School,Married,4,Entry,Medium,72.0,,No,No,Good,,Left
14372768,59,Male,3,Media,3681,Fair,High,High,0,No,75,Bachelor's Degree,Married,0,Entry,Medium,21.0,No,No,No,Good,,Stayed
15991736,45,Female,12,Healthcare,3681,Good,High,Low,0,Yes,58,High School,Divorced,0,Entry,Large,52.0,No,No,No,Fair,,Stayed
8168021,44,Female,1,Media,5317,Excellent,High,Average,3,Yes,47,Master's Degree,Married,1,Entry,Small,21.0,No,No,No,Fair,,Stayed
9848081,55,Female,1,Education,9597,Fair,High,Below Aver,0,No,75,High School,Married,0,Mid,Small,,No,No,No,Good,,Left
9255316,45,Male,1,Education,3681,Good,High,Average,0,No,56,Bachelor's Degree,Married,4,Entry,Large,48.0,No,No,No,Fair,,Stayed
5812557,52,Female,44,Healthcare,3681,Good,High,Low,1,No,14,Bachelor's Degree,Married,4,Senior,Medium,21.0,No,No,No,Good,,Stayed
3278394,46,Female,1,Education,10111,Fair,High,Low,2,No,75,Bachelor's Degree,Married,4,Entry,Medium,21.0,No,No,No,Excellent,Yes,Left
6859211,59,Female,44,Technology,5066,Good,Medium,Average,3,No,7,PhD,Single,0,Mid,Small,21.0,No,No,No,Fair,,Stayed
12282625,59,Male,1,Media,3681,Good,High,Average,2,No,75,High School,Married,0,Senior,Medium,93.0,,No,Yes,Poor,Yes,Left
12385675,24,Male,10,Education,3681,Fair,Very High,Low,1,No,31,PhD,Divorced,3,Mid,Large,39.0,,No,No,Fair,,Left
10988036,59,Female,10,Education,5452,Good,Very High,Average,2,Yes,75,High School,Married,0,Mid,Small,50.0,Yes,No,No,Fair,,Stayed
16113705,51,Female,1,Education,9128,Poor,High,Low,3,No,58,High School,Married,0,Mid,Large,,No,No,No,Fair,,Stayed
123861,24,Female,1,Education,7929,Excellent,High,Average,0,Yes,75,High School,Single,0,Entry,Medium,,No,No,No,Fair,,Stayed
5769540,48,Female,1,Media,3681,Good,High,High,0,No,66,PhD,Married,1,Entry,Medium,,No,No,No,Fair,,Stayed
7084313,54,Male,4,Education,9114,Fair,High,Average,0,No,75,Master's Degree,,0,Mid,Small,,No,No,No,Excellent,,Stayed
995063,52,Male,22,Healthcare,7631,Fair,High,High,0,Yes,63,Associate Degree,Single,1,Mid,Medium,81.0,Yes,No,Yes,Fair,,Stayed
4613473,43,Male,1,Healthcare,3681,Good,High,High,0,Yes,75,Bachelor's Degree,Married,2,Mid,Medium,38.0,No,No,No,Fair,,Left
4613222,30,Female,1,Education,9050,Good,Very High,Average,0,No,75,High School,Married,0,Mid,Large,24.0,No,No,No,Poor,,Left
15987848,34,Female,10,Education,4281,Good,Very High,Average,3,No,18,High School,Divorced,0,Mid,Medium,73.0,No,No,No,Poor,,Stayed
12377589,59,Male,42,Education,4345,Excellent,High,Average,3,No,75,High School,Married,4,Mid,Small,21.0,No,No,No,Excellent,,Stayed
2603465,59,Female,1,Technology,7956,Excellent,High,High,0,No,53,Bachelor's Degree,Married,0,Mid,Medium,62.0,No,No,No,Excellent,,Stayed
8763354,24,Male,31,Education,9953,Poor,High,High,0,No,65,High School,Married,1,Mid,Medium,21.0,No,No,Yes,Fair,Yes,Left
10133853,24,Female,1,Education,3681,Excellent,Medium,Average,2,Yes,68,PhD,Married,0,Mid,Medium,90.0,No,No,No,Good,,Stayed
14019039,25,Female,1,Education,10910,Excellent,Medium,High,0,No,67,Associate Degree,,0,Entry,Medium,,No,No,No,Fair,,Stayed
4077227,24,Male,1,Education,3681,Fair,High,Below Aver,3,Yes,75,High School,Married,1,Entry,Medium,40.0,No,No,No,Fair,,Left
7881204,59,Female,1,Healthcare,3681,Fair,High,Low,0,No,75,High School,Married,1,Mid,Medium,,No,No,Yes,Good,,Stayed
572378,24,Female,11,Education,8216,Poor,Medium,Average,0,No,75,Master's Degree,Divorced,2,Mid,Medium,69.0,No,No,No,Poor,,Stayed
504016,59,Female,1,Healthcare,10116,Fair,Very High,Low,0,No,75,Associate Degree,Married,0,Mid,Large,32.0,No,No,No,Fair,,Stayed
12020485,59,Female,1,Healthcare,5302,Poor,Medium,Low,0,No,35,High School,Married,2,Senior,Large,62.0,No,No,No,Good,,Left
5149965,27,Female,2,Education,3681,Fair,High,High,0,No,75,High School,Married,0,Mid,Large,27.0,No,No,Yes,Excellent,,Left
4845641,36,Male,15,Healthcare,3681,Poor,Medium,High,1,No,37,Master's Degree,,3,Mid,Medium,,No,No,No,Poor,,Stayed
5066766,52,Female,7,Education,9576,Fair,Medium,High,0,Yes,34,Bachelor's Degree,,0,Mid,Medium,,No,No,No,Fair,,Left
3923328,24,Female,1,Technology,11223,Fair,High,Average,0,Yes,75,High School,Married,4,Mid,Large,32.0,No,No,No,Good,,Left
3886744,58,Female,27,Education,3681,Fair,Very High,Average,0,Yes,63,High School,Married,2,Senior,Medium,21.0,,No,No,Fair,,Left
8060949,46,Male,1,Education,3681,Good,Very High,High,3,No,30,High School,Single,0,Mid,Medium,63.0,,No,Yes,Fair,,Stayed
7104750,35,Female,6,Education,3681,Fair,Very High,High,0,No,75,Bachelor's Degree,Married,4,Mid,Large,21.0,No,No,No,Excellent,,Stayed
8008472,24,Male,15,Education,3681,Good,High,High,2,No,62,Associate Degree,,0,Mid,Medium,44.0,No,No,No,Good,,Stayed
13115263,31,Female,1,Technology,10235,Fair,High,High,0,No,66,High School,Single,2,Entry,Medium,93.0,No,No,No,Good,,Stayed
14438588,51,Female,36,Healthcare,3681,Good,Very High,High,0,No,75,High School,Divorced,0,Mid,Medium,21.0,No,No,No,Good,,Stayed
8681433,46,Female,3,Education,11223,Good,High,Low,1,Yes,46,High School,Married,4,Mid,Medium,68.0,No,No,No,Fair,,Stayed
15356969,24,Female,2,Healthcare,11223,Excellent,Very High,High,3,No,58,Associate Degree,Married,4,Entry,Medium,93.0,,No,No,Poor,,Stayed
5517465,24,Female,23,Education,10833,Fair,High,High,2,No,27,High School,Married,0,Senior,Medium,67.0,No,No,No,Good,,Stayed
2692604,32,Male,12,Media,3681,Good,Very High,High,0,Yes,36,Master's Degree,Divorced,1,Mid,Large,66.0,No,No,No,Excellent,,Stayed
2242469,59,Female,1,Healthcare,7577,Fair,High,Low,1,No,40,High School,Divorced,0,Mid,Small,93.0,No,No,No,Good,Yes,Stayed
2792840,24,Male,1,Education,11223,Excellent,High,High,1,No,30,High School,Divorced,0,Mid,Medium,93.0,No,No,No,Good,,Left
10003001,58,Female,1,Education,3681,Poor,Very High,Average,3,No,66,Associate Degree,Married,4,Entry,Medium,21.0,No,No,No,Fair,,Left
11089780,59,Male,26,Education,3681,Good,High,High,0,No,27,High School,Married,0,Mid,Large,93.0,No,No,No,Good,,Stayed
16763822,59,Female,22,Finance,8736,Good,Very High,High,3,No,75,PhD,Married,4,Entry,Medium,92.0,,No,No,Fair,,Stayed
1612289,31,Female,1,Healthcare,3681,Fair,High,High,2,No,75,Master's Degree,Divorced,3,Mid,Small,85.0,No,No,No,Fair,,Stayed
355035,34,Male,1,Education,4289,Fair,High,Average,0,No,75,PhD,Married,0,Mid,Large,30.0,Yes,No,No,Fair,,Stayed
6801149,24,Female,1,Healthcare,3681,Excellent,Very High,High,0,No,33,PhD,Married,0,Entry,Small,93.0,No,No,No,Good,,Stayed
10639619,43,Female,1,Healthcare,10279,Fair,High,Below Aver,2,No,75,High School,Divorced,1,Mid,Small,41.0,No,No,No,Fair,,Stayed
10653565,24,Female,44,Healthcare,5746,Fair,Medium,Average,3,No,44,PhD,Married,0,Mid,Large,62.0,No,No,No,Fair,,Stayed
10169653,39,Male,2,Finance,5968,Good,High,Low,3,No,75,Master's Degree,Married,0,Mid,Medium,80.0,No,No,No,Fair,,Stayed
3745791,29,Male,11,Media,3681,Poor,Medium,High,3,No,75,Master's Degree,Married,1,Entry,Medium,72.0,No,No,No,Fair,,Stayed
14064515,59,Female,20,Education,3681,Good,High,Below Aver,2,Yes,75,High School,Married,4,Mid,Medium,34.0,No,No,Yes,Excellent,,Stayed
5614843,57,Female,44,Education,3681,Good,Medium,High,0,Yes,75,High School,Married,4,Entry,Medium,21.0,No,No,No,Fair,,Stayed
3844681,29,Male,1,Education,8581,Good,High,High,3,Yes,50,Master's Degree,Married,0,Mid,Medium,21.0,No,No,No,Fair,,Stayed
3902282,57,Male,31,Healthcare,3681,Poor,High,High,0,No,23,Master's Degree,Married,4,Mid,Medium,,No,No,No,Excellent,,Left
14352716,59,Male,44,Education,3681,Fair,High,High,3,Yes,38,High School,Married,4,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
13310622,24,Female,1,Education,7799,Fair,Very High,High,1,Yes,75,Bachelor's Degree,Married,0,Mid,Medium,35.0,No,No,No,Good,,Stayed
9533289,59,Female,44,Education,3681,Good,Very High,Low,1,No,75,PhD,Married,4,Entry,Medium,21.0,No,No,No,Excellent,,Stayed
6176857,37,Female,13,Healthcare,9955,Excellent,High,Below Aver,2,No,61,Master's Degree,Married,1,Entry,Medium,51.0,No,No,No,Poor,,Stayed
11820399,59,Female,1,Education,10298,Good,Medium,Average,3,No,75,High School,Married,4,Entry,Medium,33.0,No,No,No,Good,,Stayed
11674467,59,Male,26,Education,5465,Good,Very High,High,3,Yes,75,Bachelor's Degree,,4,Mid,Medium,25.0,,No,No,Fair,,Stayed
4649018,59,Male,21,Healthcare,10025,Excellent,Medium,Low,0,No,66,High School,Married,4,Senior,Medium,82.0,Yes,No,No,Excellent,,Stayed
15749387,40,Male,1,Healthcare,3681,Fair,High,Low,3,No,75,PhD,Single,4,Mid,Medium,71.0,No,No,No,Fair,,Left
12958397,24,Male,3,Healthcare,5830,Good,High,Low,2,Yes,75,PhD,Married,3,Mid,Large,21.0,No,No,No,Poor,,Left
12324752,59,Male,1,Education,3681,Good,High,Below Aver,1,No,75,Master's Degree,Married,3,Entry,Large,41.0,No,No,No,Excellent,,Stayed
1961922,59,Female,12,Healthcare,9169,Poor,Very High,Low,1,No,63,High School,Married,0,Entry,Small,21.0,No,No,No,Good,,Stayed
9772296,45,Male,1,Education,10387,Poor,High,High,3,Yes,75,PhD,Married,0,Entry,Medium,41.0,No,No,Yes,Good,,Left
9442248,59,Female,1,Finance,3681,Good,Very High,High,0,Yes,43,Master's Degree,Married,0,Mid,Small,,No,No,No,Poor,,Left
1768028,24,Female,11,Education,3921,Poor,Medium,High,0,No,5,PhD,Single,3,Mid,Medium,93.0,No,No,No,Poor,,Stayed
2757082,24,Male,23,Technology,10364,Excellent,High,High,0,No,35,PhD,Divorced,4,Mid,Large,39.0,No,No,Yes,Poor,,Left
16412429,24,Female,26,Healthcare,11223,Good,High,High,3,No,60,Associate Degree,Divorced,2,Entry,Medium,75.0,No,No,No,Fair,Yes,Stayed
11738176,59,Female,4,Education,3681,Good,High,High,3,No,75,Associate Degree,Married,1,Mid,Medium,93.0,No,No,No,Good,,Stayed
4783349,32,Male,13,Education,3681,Excellent,Very High,Low,0,Yes,34,PhD,Married,4,Senior,Medium,21.0,No,No,No,Fair,,Stayed
3009415,28,Male,1,Technology,3681,Poor,High,Low,3,Yes,75,High School,Divorced,0,Mid,Small,58.0,No,No,No,Fair,,Stayed
5159479,59,Male,10,Education,9402,Good,High,Average,3,Yes,75,Master's Degree,Single,0,Mid,Medium,29.0,No,No,No,Excellent,,Left
6794500,59,Male,34,Healthcare,3681,Excellent,Medium,High,1,No,39,High School,Married,4,Mid,Medium,49.0,No,No,No,Fair,,Left
4513146,56,Male,43,Education,3681,Poor,High,High,3,No,5,PhD,Married,4,Entry,Medium,47.0,No,No,No,Fair,,Left
15158137,24,Male,41,Healthcare,3681,Fair,Medium,High,0,No,75,High School,,0,Entry,Medium,21.0,No,No,No,Fair,,Stayed
5699638,59,Male,21,Education,4216,Good,Very High,Average,0,No,11,Associate Degree,,0,Mid,Medium,65.0,,No,No,Excellent,Yes,Stayed
11750634,46,Female,15,Education,3681,Good,High,High,1,No,56,High School,Divorced,0,Entry,Large,75.0,No,No,No,Good,,Stayed
9792085,59,Female,44,Education,8575,Poor,Medium,Low,0,No,5,PhD,Married,0,Mid,Medium,75.0,No,No,No,Fair,Yes,Stayed
3850746,28,Female,1,Education,8132,Good,High,Average,0,No,75,Master's Degree,Single,3,Entry,Medium,48.0,No,No,Yes,Fair,,Stayed
16349198,33,Male,39,Technology,3935,Good,High,High,3,Yes,46,High School,Divorced,2,Entry,Medium,51.0,No,No,No,Fair,,Stayed
13411213,51,Female,27,Healthcare,6313,Good,Very High,Low,0,No,69,High School,Married,0,Mid,Medium,90.0,No,No,No,Excellent,,Stayed
7573937,37,Female,1,Education,11223,Poor,High,Low,0,No,75,PhD,,0,Mid,Medium,25.0,No,No,No,Good,,Left
10142943,46,Female,31,Healthcare,3681,Fair,Very High,High,3,No,73,Master's Degree,Single,4,Senior,Small,31.0,No,No,No,Fair,,Left
13688281,59,Male,23,Education,3681,Fair,High,Below Aver,0,No,75,Bachelor's Degree,Married,0,Entry,Medium,21.0,No,No,No,Fair,,Stayed
16772394,59,Male,22,Education,6586,Fair,Medium,Average,0,No,75,Bachelor's Degree,Single,4,Mid,Medium,60.0,Yes,No,No,Fair,,Stayed
12275863,43,Female,6,Education,3681,Good,Very High,Below Aver,0,No,75,Master's Degree,Single,4,Entry,Small,80.0,No,No,No,Excellent,,Stayed
11072603,59,Female,3,Education,9192,Good,High,High,2,Yes,75,High School,Married,4,Mid,Medium,93.0,No,No,No,Excellent,,Stayed
7351211,45,Male,1,Education,3681,Fair,High,Low,0,No,75,High School,Married,0,Entry,Medium,93.0,No,No,No,Good,,Left
1534036,24,Female,28,Education,3681,Fair,Medium,High,0,Yes,64,Master's Degree,Divorced,1,Senior,Medium,39.0,No,No,No,Fair,Yes,Left
13815310,24,Male,1,Education,3681,Good,High,High,0,No,75,High School,Single,2,Entry,Medium,,No,No,Yes,Fair,,Left
14260054,53,Male,14,Finance,9921,Good,Very High,Below Aver,3,No,46,High School,Divorced,1,Entry,Large,93.0,No,No,No,Good,,Stayed
16459951,24,Male,1,Finance,10012,Poor,High,Average,0,No,75,Master's Degree,Divorced,0,Entry,Large,93.0,Yes,No,No,Good,,Stayed
15176204,24,Female,1,Education,3681,Excellent,High,Low,2,No,5,High School,Single,0,Mid,Medium,24.0,No,No,No,Fair,,Stayed
14174746,38,Female,7,Finance,8086,Good,High,Average,0,No,42,Master's Degree,Single,4,Mid,Medium,69.0,No,No,No,Fair,,Stayed
2373380,31,Male,1,Education,8319,Good,High,Average,0,No,75,Associate Degree,Married,0,Mid,Medium,54.0,,No,No,Fair,,Left
12006330,48,Female,23,Education,7957,Poor,High,High,3,Yes,5,High School,Divorced,1,Mid,Medium,51.0,No,No,No,Excellent,,Left
14938681,29,Male,41,Education,3681,Good,High,High,3,No,63,High School,Married,0,Entry,Medium,87.0,No,No,No,Fair,,Stayed
2689965,44,Male,1,Education,6139,Good,High,High,0,No,75,Master's Degree,Married,1,Mid,Medium,21.0,No,No,No,Fair,,Stayed
3254977,35,Male,1,Education,11223,Fair,High,Average,1,No,75,Master's Degree,Married,1,Entry,Medium,43.0,,No,No,Good,,Stayed
15570476,59,Male,20,Technology,3681,Excellent,Very High,High,0,No,75,PhD,Married,3,Senior,Large,23.0,,No,No,Fair,,Stayed
14658173,59,Male,12,Education,3681,Fair,High,Below Aver,1,Yes,75,High School,Married,1,Entry,Medium,26.0,Yes,No,No,Fair,Yes,Stayed
12213043,59,Female,5,Education,11223,Fair,Very High,High,0,No,26,High School,,3,Mid,Medium,93.0,No,No,No,Fair,,Stayed
1766356,51,Female,33,Education,3681,Fair,High,Average,1,No,5,Master's Degree,Divorced,2,Mid,Medium,21.0,No,No,No,Fair,,Stayed
6778400,36,Male,27,Education,3681,Good,High,Average,0,No,29,PhD,Married,4,Entry,Medium,58.0,No,No,No,Fair,,Left
13813415,38,Female,19,Education,3681,Poor,High,Average,1,Yes,24,High School,Married,3,Mid,Medium,67.0,No,No,No,Fair,,Stayed
14979306,37,Male,5,Education,9647,Fair,Very High,Average,0,No,34,High School,Married,0,Mid,Small,29.0,,No,No,Fair,,Stayed
4345359,39,Male,22,Education,11223,Good,High,High,2,Yes,75,High School,Married,0,Senior,Medium,,,No,No,Fair,,Stayed
8478130,24,Male,1,Education,4694,Good,High,High,1,No,75,PhD,Married,2,Mid,Medium,,No,No,No,Good,,Stayed
4521450,59,Male,1,Education,8214,Poor,High,Average,0,No,66,High School,Married,1,Entry,Small,54.0,No,No,No,Good,,Stayed
16328161,24,Male,1,Education,3926,Good,Very High,Low,0,No,27,High School,,0,Mid,Small,87.0,No,No,No,Fair,,Left
11168927,59,Female,16,Healthcare,9082,Fair,Medium,High,2,No,49,PhD,,0,Mid,Large,57.0,No,No,Yes,Excellent,,Stayed
6254392,31,Male,1,Media,3681,Fair,High,Below Aver,3,No,75,High School,Single,0,Mid,Small,76.0,Yes,No,No,Fair,,Stayed
9948312,57,Male,5,Technology,9564,Poor,High,High,2,No,44,Associate Degree,Single,4,Mid,Medium,,No,No,No,Good,,Stayed
16569247,51,Male,20,Education,11223,Fair,Very High,High,0,No,60,PhD,Married,4,Entry,Medium,77.0,,No,No,Excellent,,Stayed
12537261,33,Female,23,Finance,3681,Fair,Very High,Average,1,No,5,Bachelor's Degree,Married,0,Mid,Medium,71.0,No,No,No,Poor,,Stayed
